# P CFF_tot CFF_2 CFF_6 CFF_10
0.040071264 0.15288504654690785 0.0012413272634148598 0. 0.
0.045417104 0.18134836535810311 0.0022796709090471268 0. 0.
0.05054529 0.21511083235969503 0.004107491113245487 0. 0.
0.055632498 0.2551590145690457 0.007275179494172335 0. 0.
0.060937062 0.3026631527648035 0.01266569085419178 0. 0.
0.06629797 0.3590113568836604 0.021684270352125168 0. 0.
0.071394995 0.4258501677328579 0.036494966596364975 0. 0.
0.07633842 0.5051326702649969 0.06051819398999214 0. 0.
0.08109776 0.5991755643245649 0.09821987897157669 0. 0.
0.08610995 0.7107268605202679 0.15567710995674133 0. 0.
0.09156408 0.8430461793521566 0.2402055710554123 0. 0.
0.09654423 1.0 0.3582507371902466 0. 0.
