# P CFF_tot CFF_2 CFF_6 CFF_10
0.0010240574 4.391786924016826e-06 9.94959236777504e-07 0.01413253415375948 3.436991755734198e-05
0.00027659137 4.9745751499664825e-06 1.03616571323073e-06 0.0025426005013287067 2.961516111099627e-05
0.00021483541 5.634699121520776e-06 1.0739519211711013e-06 0.0018932413076981902 2.5657080186647363e-05
0.00018821588 6.382421258683959e-06 1.108475771616213e-06 0.0016784697072580457 2.2729380361852236e-05
0.00017528854 7.229365800157697e-06 1.1401584742998239e-06 0.001585967605933547 2.0953068087692373e-05
0.00016935282 8.188699516093428e-06 1.1696274668793194e-06 0.0015820370754227042 2.0330253391875885e-05
0.00016762652 9.275336401348792e-06 1.197620917992026e-06 0.00164365756791085 2.0763252905453555e-05
0.0001688836 1.0506169531450717e-05 1.2248741541043273e-06 0.0017483591800555587 2.2093405277701095e-05
0.00017256352 1.1900333685744519e-05 1.2520252994363545e-06 0.0018780261743813753 2.4147067961166613e-05
0.00017835108 1.3479502820521374e-05 1.2795755992556224e-06 0.0020204654429107904 2.677433440112509e-05
0.00018598014 1.526822701670119e-05 1.3079334166832268e-06 0.0021686023101210594 2.987042535096407e-05
0.00019518654 1.729431414032727e-05 1.3375357639233698e-06 0.0023186486214399338 3.337806629133411e-05
0.00020573102 1.9589262149243643e-05 1.3690081459571957e-06 0.002468487247824669 3.7276789953466505e-05
0.00021742964 2.218874876668153e-05 1.4032913213668508e-06 0.002616844605654478 4.156768409302458e-05
0.00023017482 2.513318613431904e-05 1.4416640397030278e-06 0.0027632329147309065 4.6260171075118706e-05
0.00024395222 2.8468349067562056e-05 1.4856292409604066e-06 0.0029084437992423773 5.136302570463158e-05
0.00025885247 3.224608668002925e-05 1.5366913430625573e-06 0.0030553629621863365 5.6878856412367895e-05
0.00027506932 3.6525128440298646e-05 1.5961013559717685e-06 0.00320984935387969 6.280037632677704e-05
0.00029342526 4.137199719203581e-05 1.664674073253991e-06 0.003388231387361884 6.910852243890986e-05
0.00035523894 4.686204333149837e-05 1.74332387814502e-06 0.004122278653085232 7.588553125970066e-05
0.00041757885 5.3080616219948265e-05 1.8313980945094954e-06 0.004885725677013397 8.298483589896932e-05
0.0004807898 6.01243910419846e-05 1.9284082100057276e-06 0.005718270316720009 9.033190872287378e-05
0.0005451723 6.810287173740353e-05 2.033621740338276e-06 0.006650977768003941 9.78268581093289e-05
0.0006105536 7.71400933714662e-05 2.1460725747601828e-06 0.0076763522811234 0.00010534254397498444
0.0006766195 8.737655040896505e-05 2.264476052005193e-06 0.008742766454815865 0.0001127244540839456
0.0007434522 9.897138086942532e-05 2.3870907170930877e-06 0.009778129868209362 0.0001197929959744215
0.00081176317 0.00011210484031875701 2.5116046344919596e-06 0.010723110288381577 0.00012634955055546016
0.000882728 0.00012698110415852967 2.6351265205448726e-06 0.011554366908967495 0.00013218715321272612
0.0009576647 0.00014383144177782225 2.754341949184891e-06 0.012295055203139782 0.0001371069229207933
0.0010377892 0.00016291781191365106 2.8658596420427784e-06 0.013015870936214924 0.00014094113430473953
0.0011240869 0.0001845369351141719 2.966723513964098e-06 0.01382420677691698 0.0001435824524378404
0.001226589 0.00020902490661598848 3.0555040666513378e-06 0.014962869696319103 0.00014510139590129256
0.0014221364 0.0002367624213482851 3.136574150630622e-06 0.017583254724740982 0.0001464236411266029
0.0016124183 0.00026818069229274843 3.2077446121547837e-06 0.020518818870186806 0.00014718897000420839
0.0017968953 0.0003037681542072925 3.273379206802929e-06 0.02375403605401516 0.00014793059381190687
0.0019754623 0.0003440780569310228 3.340196826684405e-06 0.02710043452680111 0.00014940208347979933
0.002148139 0.000389737066317487 3.4169797800132073e-06 0.030281975865364075 0.00015257266932167113
0.0024764007 0.0004414550065080483 3.5303783079143614e-06 0.03558608889579773 0.00016061744827311486
0.0028847533 0.0005000358950007235 3.6946973978047026e-06 0.041485048830509186 0.00017531876801513135
0.0031989696 0.0005663904420678853 3.909167844540207e-06 0.04474114254117012 0.00019667786546051502
0.0034301078 0.0006415502088412879 4.1849748413369525e-06 0.045695021748542786 0.0002263265778310597
0.0035954749 0.0007266836441688557 4.531444119493244e-06 0.04558038339018822 0.00026595164672471583
0.0037155657 0.0008231142495554338 4.955435997544555e-06 0.04581772908568382 0.0003173368168063462
0.0038100176 0.000932341154583319 5.4610172810498625e-06 0.0470861941576004 0.00038246894837357104
0.0038914005 0.0010560624226822045 6.049391686246963e-06 0.04891124740242958 0.00046370303607545793
0.0039617475 0.0011962014495647158 6.7190476329415105e-06 0.050072673708200455 0.0005639662267640233
0.0040151053 0.0013549368647229301 7.466039278369863e-06 0.04936487600207329 0.0006869747303426266
0.0041321847 0.0015347364008405525 9.408647201780695e-06 0.04539787396788597 0.0008542181458324194
0.004821799 0.0017383952576614482 2.1384046704042703e-05 0.04585360735654831 0.0011919512180611491
0.005520389 0.0019690795567269387 4.371703471406363e-05 0.04307064041495323 0.0016434419667348266
0.0064713126 0.0022303755625379504 8.234504639403895e-05 0.03868409991264343 0.002280355431139469
0.007558602 0.002526345435344097 0.00014442787505686283 0.0312509685754776 0.003165832720696926
0.008606355 0.0028615903823037674 0.0002424770500510931 0.0214996337890625 0.004355601966381073
0.009637774 0.0032413221887758583 0.00040831687510944903 0.01236338447779417 0.005929021164774895
0.010695123 0.0036714442417829763 0.0006651871372014284 0.005800615530461073 0.00798252783715725
0.011932579 0.004158643305253201 0.0010432223789393902 0.00217523705214262 0.010640404187142849
0.01477074 0.004710493473796724 0.0016403048066422343 0.000654324481729418 0.014542591758072376
0.017391652 0.005335573921103712 0.0024928294587880373 0.0001082468152162619 0.01954645663499832
0.019896047 0.006043602273503664 0.003688415512442589 9.138689165411051e-06 0.025780199095606804
0.022409337 0.006845585682138406 0.005361640360206366 3.6074206377634255e-07 0.0333072803914547
0.025963655 0.007753991942347153 0.008224000222980976 6.052231604769531e-09 0.043053314089775085
0.03001867 0.008782943320519956 0.013161997310817242 3.384078434143234e-11 0.05491919070482254
0.03369266 0.00994843610169082 0.021871866658329964 4.743679610902905e-14 0.06789955496788025
0.036467142 0.011268589271001474 0.035598963499069214 1.2787462017254222e-17 0.0808374434709549
0.03810248 0.012763926195087897 0.0549105741083622 4.873445852420009e-22 0.09206453710794449
0.038744614 0.014457693682465004 0.07916145771741867 1.8349370730487276e-27 0.09949478507041931
0.03887511 0.01637622338308648 0.10746476799249649 4.499858955682431e-34 0.10096436738967896
0.038773924 0.018549341145469907 0.13211721181869507 4.425300550337772e-42 0.09501855820417404
0.03889923 0.0210108306953354 0.1456409990787506 0.0 0.08203774690628052
0.04042759 0.023798958844199154 0.14599815011024475 0.0 0.064870685338974
0.04057852 0.02695707039292022 0.1193968877196312 0.0 0.04340624809265137
0.039444055 0.03053426197869073 0.07484140992164612 0.0 0.023653749376535416
0.037447535 0.03458614534123043 0.033497266471385956 0.0 0.010126338340342045
0.035464622 0.039175711874075134 0.010115109384059906 0.0 0.0032315615098923445
0.03499294 0.044374311901447416 0.00187655258923769 0.0 0.000735154957510531
0.03486313 0.05026276390474462 0.00015283517132047564 0.0 9.297791257267818e-05
0.033712942 0.05693261094290215 3.7017000522610033e-06 0.0 4.862270998273743e-06
