# P CFF_tot CFF_2 CFF_6 CFF_10
0.0074774134 0.2157228658036964 0.0 6.23912699282414e-09 0.0
0.007169452 0.25580422694154054 0.0 1.7922995986657808e-12 0.0
0.0074719344 0.3033327147651769 0.0 2.892497077376248e-17 0.0
0.0078782765 0.35969200723113764 0.0 1.438519888423267e-23 0.0
0.008332519 0.42652286999812133 0.0 1.1378013016171253e-31 0.0
0.008833125 0.5057709233848271 0.0 6.866362475191604e-42 0.0
0.00919045 0.5997432844402159 0.0 0.0 0.0
0.0100613935 0.7111757331242587 0.0 0.0 0.0
0.011289425 0.8433123579814652 0.0 0.0 0.0
0.012521153 1.0 0.0 0.0 0.0
